UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA
CE;23;00101;Abaiara;11.605
CE;23;00150;Acarape;16.543
CE;23;00200;Acaraú;62.199
CE;23;00309;Acopiara;53.572
CE;23;00408;Aiuaba;17.194
CE;23;00507;Alcântaras;11.459
CE;23;00606;Altaneira;7.479
CE;23;00705;Alto Santo;16.976
CE;23;00754;Amontada;42.901
CE;23;00804;Antonina do Norte;7.278
CE;23;00903;Apuiarés;14.719
CE;23;01000;Aquiraz;79.128
CE;23;01109;Aracati;73.629
CE;23;01208;Aracoiaba;26.269
CE;23;01257;Ararendá;10.823
CE;23;01307;Araripe;21.398
CE;23;01406;Aratuba;11.244
CE;23;01505;Arneiroz;7.777
CE;23;01604;Assaré;23.254
CE;23;01703;Aurora;24.496
CE;23;01802;Baixio;6.228
CE;23;01851;Banabuiú;18.027
CE;23;01901;Barbalha;59.811
CE;23;01950;Barreira;20.978
CE;23;02008;Barro;22.440
CE;23;02057;Barroquinha;14.880
CE;23;02107;Baturité;35.351
CE;23;02206;Beberibe;53.110
CE;23;02305;Bela Cruz;32.378
CE;23;02404;Boa Viagem;54.049
CE;23;02503;Brejo Santo;48.830
CE;23;02602;Camocim;62.985
CE;23;02701;Campos Sales;27.209
CE;23;02800;Canindé;77.514
CE;23;02909;Capistrano;17.668
CE;23;03006;Caridade;22.320
CE;23;03105;Cariré;18.660
CE;23;03204;Caririaçu;26.892
CE;23;03303;Cariús;18.804
CE;23;03402;Carnaubal;17.631
CE;23;03501;Cascavel;71.079
CE;23;03600;Catarina;20.451
CE;23;03659;Catunda;10.365
CE;23;03709;Caucaia;362.223
CE;23;03808;Cedro;25.063
CE;23;03907;Chaval;12.952
CE;23;03931;Choró;13.384
CE;23;03956;Chorozinho;19.197
CE;23;04004;Coreaú;23.107
CE;23;04103;Crateús;74.426
CE;23;04202;Crato;130.604
CE;23;04236;Croatá;17.874
CE;23;04251;Cruz;23.983
CE;23;04269;Deputado Irapuan Pinheiro;9.521
CE;23;04277;Ererê;7.163
CE;23;04285;Eusébio;52.667
CE;23;04301;Farias Brito;18.720
CE;23;04350;Forquilha;24.047
CE;23;04400;Fortaleza;2.627.482
CE;23;04459;Fortim;16.272
CE;23;04509;Frecheirinha;13.669
CE;23;04608;General Sampaio;6.922
CE;23;04657;Graça;15.307
CE;23;04707;Granja;54.365
CE;23;04806;Granjeiro;4.425
CE;23;04905;Groaíras;11.012
CE;23;04954;Guaiúba;26.331
CE;23;05001;Guaraciaba do Norte;39.445
CE;23;05100;Guaramiranga;3.547
CE;23;05209;Hidrolândia;20.215
CE;23;05233;Horizonte;65.928
CE;23;05266;Ibaretama;13.218
CE;23;05308;Ibiapina;24.825
CE;23;05332;Ibicuitinga;12.350
CE;23;05357;Icapuí;19.685
CE;23;05407;Icó;67.486
CE;23;05506;Iguatu;102.614
CE;23;05605;Independência;25.967
CE;23;05654;Ipaporanga;11.499
CE;23;05704;Ipaumirim;12.349
CE;23;05803;Ipu;41.576
CE;23;05902;Ipueiras;37.896
CE;23;06009;Iracema;14.125
