UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA
CE;23;00101;Abaiara;11.357
CE;23;00150;Acarape;16.288
CE;23;00200;Acaraú;61.210
CE;23;00309;Acopiara;53.135
CE;23;00408;Aiuaba;16.997
CE;23;00507;Alcântaras;11.321
CE;23;00606;Altaneira;7.344
CE;23;00705;Alto Santo;16.876
CE;23;00754;Amontada;42.098
CE;23;00804;Antonina do Norte;7.227
CE;23;00903;Apuiarés;14.565
CE;23;01000;Aquiraz;77.717
CE;23;01109;Aracati;72.727
CE;23;01208;Aracoiaba;26.134
CE;23;01257;Ararendá;10.775
CE;23;01307;Araripe;21.289
CE;23;01406;Aratuba;11.358
CE;23;01505;Arneiroz;7.771
CE;23;01604;Assaré;23.126
CE;23;01703;Aurora;24.602
CE;23;01802;Baixio;6.198
CE;23;01851;Banabuiú;17.906
CE;23;01901;Barbalha;58.855
CE;23;01950;Barreira;20.687
CE;23;02008;Barro;22.279
CE;23;02057;Barroquinha;14.828
CE;23;02107;Baturité;34.949
CE;23;02206;Beberibe;52.310
CE;23;02305;Bela Cruz;32.103
CE;23;02404;Boa Viagem;53.838
CE;23;02503;Brejo Santo;48.056
CE;23;02602;Camocim;62.473
CE;23;02701;Campos Sales;27.123
CE;23;02800;Canindé;76.998
CE;23;02909;Capistrano;17.573
CE;23;03006;Caridade;21.800
CE;23;03105;Cariré;18.645
CE;23;03204;Caririaçu;26.858
CE;23;03303;Cariús;18.810
CE;23;03402;Carnaubal;17.463
CE;23;03501;Cascavel;70.047
CE;23;03600;Catarina;20.079
CE;23;03659;Catunda;10.294
CE;23;03709;Caucaia;353.932
CE;23;03808;Cedro;25.013
CE;23;03907;Chaval;12.910
CE;23;03931;Choró;13.294
CE;23;03956;Chorozinho;19.192
CE;23;04004;Coreaú;22.889
CE;23;04103;Crateús;74.271
CE;23;04202;Crato;128.680
CE;23;04236;Croatá;17.728
CE;23;04251;Cruz;23.677
CE;23;04269;Deputado Irapuan Pinheiro;9.444
CE;23;04277;Ererê;7.104
CE;23;04285;Eusébio;51.127
CE;23;04301;Farias Brito;18.861
CE;23;04350;Forquilha;23.544
CE;23;04400;Fortaleza;2.591.188
CE;23;04459;Fortim;15.951
CE;23;04509;Frecheirinha;13.541
CE;23;04608;General Sampaio;6.763
CE;23;04657;Graça;15.294
CE;23;04707;Granja;53.918
CE;23;04806;Granjeiro;4.494
CE;23;04905;Groaíras;10.847
CE;23;04954;Guaiúba;25.841
CE;23;05001;Guaraciaba do Norte;39.151
CE;23;05100;Guaramiranga;3.720
CE;23;05209;Hidrolândia;20.055
CE;23;05233;Horizonte;63.365
CE;23;05266;Ibaretama;13.188
CE;23;05308;Ibiapina;24.649
CE;23;05332;Ibicuitinga;12.130
CE;23;05357;Icapuí;19.418
CE;23;05407;Icó;67.198
CE;23;05506;Iguatu;101.386
CE;23;05605;Independência;25.957
CE;23;05654;Ipaporanga;11.499
CE;23;05704;Ipaumirim;12.305
CE;23;05803;Ipu;41.391
CE;23;05902;Ipueiras;38.022
CE;23;06009;Iracema;14.071
CE;23;06108;Irauçuba;23.543
CE;23;06207;Itaiçaba;7.656
CE;23;06256;Itaitinga;38.540
CE;23;06306;Itapajé;51.113
CE;23;06405;Itapipoca;124.950
CE;23;06504;Itapiúna;19.724
CE;23;06553;Itarema;40.398
CE;23;06603;Itatira;20.285
CE;23;06702;Jaguaretama;17.997
CE;23;06801;Jaguaribara;11.102
CE;23;06900;Jaguaribe;34.561
CE;23;07007;Jaguaruana;33.469
CE;23;07106;Jardim;27.072
CE;23;07205;Jati;7.807
CE;23;07254;Jijoca de Jericoacoara;18.926
CE;23;07304;Juazeiro do Norte;266.022
CE;23;07403;Jucás;24.479
CE;23;07502;Lavras da Mangabeira;31.383
CE;23;07601;Limoeiro do Norte;58.175
CE;23;07635;Madalena;19.425
CE;23;07650;Maracanaú;221.504
CE;23;07700;Maranguape;123.570
CE;23;07809;Marco;26.484
CE;23;07908;Martinópole;10.895
CE;23;08005;Massapê;37.560
CE;23;08104;Mauriti;46.113
CE;23;08203;Meruoca;14.674
CE;23;08302;Milagres;28.354
CE;23;08351;Milhã;13.170
CE;23;08377;Miraíma;13.428
CE;23;08401;Missão Velha;35.240
CE;23;08500;Mombaça;43.619
CE;23;08609;Monsenhor Tabosa;17.012
CE;23;08708;Morada Nova;61.903
CE;23;08807;Moraújo;8.520
CE;23;08906;Morrinhos;21.905
CE;23;09003;Mucambo;14.357
CE;23;09102;Mulungu;12.526
CE;23;09201;Nova Olinda;15.181
CE;23;09300;Nova Russas;31.870
CE;23;09409;Novo Oriente;28.220
CE;23;09458;Ocara;25.123
CE;23;09508;Orós;21.394
CE;23;09607;Pacajus;68.800
CE;23;09706;Pacatuba;80.378
CE;23;09805;Pacoti;11.910
CE;23;09904;Pacujá;6.168
CE;23;10001;Palhano;9.209
CE;23;10100;Palmácia;12.895
CE;23;10209;Paracuru;33.426
CE;23;10258;Paraipaba;31.986
CE;23;10308;Parambu;31.293
CE;23;10407;Paramoti;11.549
CE;23;10506;Pedra Branca;42.746
CE;23;10605;Penaforte;8.817
CE;23;10704;Pentecoste;36.773
CE;23;10803;Pereiro;16.115
CE;23;10852;Pindoretama;20.207
CE;23;10902;Piquet Carneiro;16.461
CE;23;10951;Pires Ferreira;10.674
CE;23;11009;Poranga;12.224
CE;23;11108;Porteiras;15.010
CE;23;11207;Potengi;10.790
CE;23;11231;Potiretama;6.318
CE;23;11264;Quiterianópolis;20.690
CE;23;11306;Quixadá;85.351
CE;23;11355;Quixelô;14.949
CE;23;11405;Quixeramobim;77.174
CE;23;11504;Quixeré;21.572
CE;23;11603;Redenção;27.272
CE;23;11702;Reriutaba;19.015
CE;23;11801;Russas;75.018
CE;23;11900;Saboeiro;15.753
CE;23;11959;Salitre;16.161
CE;23;12205;Santa Quitéria;43.359
CE;23;12007;Santana do Acaraú;31.596
CE;23;12106;Santana do Cariri;17.468
CE;23;12304;São Benedito;46.171
CE;23;12403;São Gonçalo do Amarante;47.297
CE;23;12502;São João do Jaguaribe;7.721
CE;23;12601;São Luís do Curu;12.760
CE;23;12700;Senador Pompeu;26.547
CE;23;12809;Senador Sá;7.367
CE;23;12908;Sobral;201.756
CE;23;13005;Solonópole;18.094
CE;23;13104;Tabuleiro do Norte;30.263
CE;23;13203;Tamboril;25.597
CE;23;13252;Tarrafas;8.899
CE;23;13302;Tauá;57.701
CE;23;13351;Tejuçuoca;18.510
CE;23;13401;Tianguá;73.468
CE;23;13500;Trairi;54.418
CE;23;13559;Tururu;15.594
CE;23;13609;Ubajara;33.792
CE;23;13708;Umari;7.665
CE;23;13757;Umirim;19.521
CE;23;13807;Uruburetama;21.206
CE;23;13906;Uruoca;13.519
CE;23;13955;Varjota;18.136
CE;23;14003;Várzea Alegre;40.062
CE;23;14102;Viçosa do Ceará;58.922
