UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO ESTIMADA
CE;23;00101;Abaiara;11.737
CE;23;00150;Acarape;14.929
CE;23;00200;Acaraú;62.641
CE;23;00309;Acopiara;54.270
CE;23;00408;Aiuaba;17.399
CE;23;00507;Alcântaras;11.714
CE;23;00606;Altaneira;7.586
CE;23;00705;Alto Santo;17.146
CE;23;00754;Amontada;43.452
CE;23;00804;Antonina do Norte;7.353
CE;23;00903;Apuiarés;14.600
CE;23;01000;Aquiraz;80.271
CE;23;01109;Aracati;74.547
CE;23;01208;Aracoiaba;26.469
CE;23;01257;Ararendá;10.935
CE;23;01307;Araripe;21.600
CE;23;01406;Aratuba;11.847
CE;23;01505;Arneiroz;7.840
CE;23;01604;Assaré;23.417
CE;23;01703;Aurora;24.654
CE;23;01802;Baixio;6.288
CE;23;01851;Banabuiú;18.197
CE;23;01901;Barbalha;60.781
CE;23;01950;Barreira;22.425
CE;23;02008;Barro;22.680
CE;23;02057;Barroquinha;15.017
CE;23;02107;Baturité;35.750
CE;23;02206;Beberibe;53.573
CE;23;02305;Bela Cruz;32.591
CE;23;02404;Boa Viagem;54.470
CE;23;02503;Brejo Santo;49.477
CE;23;02602;Camocim;63.661
CE;23;02701;Campos Sales;27.426
CE;23;02800;Canindé;76.997
CE;23;02909;Capistrano;17.738
CE;23;03006;Caridade;22.547
CE;23;03105;Cariré;18.448
CE;23;03204;Caririaçu;26.965
CE;23;03303;Cariús;18.699
CE;23;03402;Carnaubal;17.606
CE;23;03501;Cascavel;71.743
CE;23;03600;Catarina;20.698
CE;23;03659;Catunda;10.342
CE;23;03709;Caucaia;361.400
CE;23;03808;Cedro;25.557
CE;23;03907;Chaval;13.069
CE;23;03931;Choró;13.521
CE;23;03956;Chorozinho;20.264
CE;23;04004;Coreaú;23.136
CE;23;04103;Crateús;75.074
CE;23;04202;Crato;132.123
CE;23;04236;Croatá;18.063
CE;23;04251;Cruz;24.827
CE;23;04269;Deputado Irapuan Pinheiro;9.625
CE;23;04277;Ererê;7.198
CE;23;04285;Eusébio;53.618
CE;23;04301;Farias Brito;19.450
CE;23;04350;Forquilha;24.218
CE;23;04400;Fortaleza;2.669.342
CE;23;04459;Fortim;16.480
CE;23;04509;Frecheirinha;14.072
CE;23;04608;General Sampaio;7.618
CE;23;04657;Graça;14.399
CE;23;04707;Granja;54.748
CE;23;04806;Granjeiro;4.844
CE;23;04905;Groaíras;11.068
CE;23;04954;Guaiúba;26.064
CE;23;05001;Guaraciaba do Norte;40.642
CE;23;05100;Guaramiranga;5.193
CE;23;05209;Hidrolândia;19.978
CE;23;05233;Horizonte;67.337
CE;23;05266;Ibaretama;13.353
CE;23;05308;Ibiapina;24.997
CE;23;05332;Ibicuitinga;12.525
CE;23;05357;Icapuí;19.934
CE;23;05407;Icó;68.018
CE;23;05506;Iguatu;102.498
CE;23;05605;Independência;26.178
CE;23;05654;Ipaporanga;11.593
CE;23;05704;Ipaumirim;12.463
CE;23;05803;Ipu;41.964
CE;23;05902;Ipueiras;38.166
CE;23;06009;Iracema;14.297
CE;23;06108;Irauçuba;24.156
CE;23;06207;Itaiçaba;7.827
CE;23;06256;Itaitinga;37.980
CE;23;06306;Itapajé;52.675
CE;23;06405;Itapipoca;129.358
CE;23;06504;Itapiúna;20.382
CE;23;06553;Itarema;41.826
CE;23;06603;Itatira;21.647
CE;23;06702;Jaguaretama;18.162
CE;23;06801;Jaguaribara;11.401
CE;23;06900;Jaguaribe;34.682
CE;23;07007;Jaguaruana;33.705
CE;23;07106;Jardim;27.174
CE;23;07205;Jati;8.111
CE;23;07254;Jijoca de Jericoacoara;19.816
CE;23;07304;Juazeiro do Norte;274.207
CE;23;07403;Jucás;24.833
CE;23;07502;Lavras da Mangabeira;31.508
CE;23;07601;Limoeiro do Norte;59.540
CE;23;07635;Madalena;19.691
CE;23;07650;Maracanaú;227.886
CE;23;07700;Maranguape;128.978
CE;23;07809;Marco;27.361
CE;23;07908;Martinópole;11.233
CE;23;08005;Massapê;38.737
CE;23;08104;Mauriti;47.962
CE;23;08203;Meruoca;15.057
CE;23;08302;Milagres;27.512
CE;23;08351;Milhã;13.155
CE;23;08377;Miraíma;13.818
CE;23;08401;Missão Velha;35.393
CE;23;08500;Mombaça;43.797
CE;23;08609;Monsenhor Tabosa;17.234
CE;23;08708;Morada Nova;61.890
CE;23;08807;Moraújo;8.724
CE;23;08906;Morrinhos;22.534
CE;23;09003;Mucambo;14.537
CE;23;09102;Mulungu;10.823
CE;23;09201;Nova Olinda;15.565
CE;23;09300;Nova Russas;32.328
CE;23;09409;Novo Oriente;28.607
CE;23;09458;Ocara;25.703
CE;23;09508;Orós;21.427
CE;23;09607;Pacajus;72.203
CE;23;09706;Pacatuba;83.432
CE;23;09805;Pacoti;12.261
CE;23;09904;Pacujá;6.533
CE;23;10001;Palhano;9.386
CE;23;10100;Palmácia;13.322
CE;23;10209;Paracuru;35.076
CE;23;10258;Paraipaba;32.744
CE;23;10308;Parambu;31.521
CE;23;10407;Paramoti;12.226
CE;23;10506;Pedra Branca;43.258
CE;23;10605;Penaforte;9.077
CE;23;10704;Pentecoste;37.751
CE;23;10803;Pereiro;16.307
CE;23;10852;Pindoretama;20.567
CE;23;10902;Piquet Carneiro;16.959
CE;23;10951;Pires Ferreira;10.951
CE;23;11009;Poranga;12.336
CE;23;11108;Porteiras;14.996
CE;23;11207;Potengi;11.045
CE;23;11231;Potiretama;6.419
CE;23;11264;Quiterianópolis;21.084
CE;23;11306;Quixadá;87.728
CE;23;11355;Quixelô;16.178
CE;23;11405;Quixeramobim;81.082
CE;23;11504;Quixeré;22.149
CE;23;11603;Redenção;29.053
CE;23;11702;Reriutaba;18.491
CE;23;11801;Russas;78.194
CE;23;11900;Saboeiro;15.819
CE;23;11959;Salitre;16.554
CE;23;12007;Santana do Acaraú;32.452
CE;23;12106;Santana do Cariri;17.700
CE;23;12205;Santa Quitéria;43.703
CE;23;12304;São Benedito;47.903
CE;23;12403;São Gonçalo do Amarante;48.422
CE;23;12502;São João do Jaguaribe;7.645
CE;23;12601;São Luís do Curu;13.000
CE;23;12700;Senador Pompeu;25.496
CE;23;12809;Senador Sá;7.623
CE;23;12908;Sobral;208.935
CE;23;13005;Solonópole;18.324
CE;23;13104;Tabuleiro do Norte;30.697
CE;23;13203;Tamboril;26.251
CE;23;13252;Tarrafas;8.592
CE;23;13302;Tauá;58.859
CE;23;13351;Tejuçuoca;19.187
CE;23;13401;Tianguá;75.946
CE;23;13500;Trairi;55.918
CE;23;13559;Tururu;16.271
CE;23;13609;Ubajara;34.792
CE;23;13708;Umari;7.733
CE;23;13757;Umirim;19.825
CE;23;13807;Uruburetama;21.850
CE;23;13906;Uruoca;13.840
CE;23;13955;Varjota;18.420
CE;23;14003;Várzea Alegre;40.721
CE;23;14102;Viçosa do Ceará;60.889
